feature	Acidaminococcus	Agathobacter	Akkermansia	Alistipes	Allisonella	Anaeroplasma	Anaerostipes	Asteroleplasma	Bacillus	Bacteroidales_RF16_group	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Butyrivibrio	CAG.352	CAG.873	Catenibacterium	Christensenellaceae_R.7_group	Citrobacter	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Colidextribacter	Collinsella	Coprobacter	Coprococcus	Defluviitaleaceae_UCG.011	Desulfovibrio	Dialister	Dorea	Enterobacter	Enterococcus	Erysipelatoclostridiaceae	Erysipelotrichaceae_UCG.003	Escherichia.Shigella	Faecalibacterium	Family_XIII_AD3011_group	Family_XIII_UCG.001	Flavonifractor	Fournierella	Fusicatenibacter	Holdemanella	Incertae_Sedis	Intestinibacter	Intestinimonas	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Lactobacillus	Lactococcus	Marvinbryantia	Megasphaera	Methanobrevibacter	Monoglobus	Muribaculaceae	NK4A214_group	Negativibacillus	Odoribacter	Oscillibacter	Oscillospira	Parabacteroides	Paraprevotella	Parasutterella	Phascolarctobacterium	Prevotella	Prevotellaceae_NK3B31_group	RF39	Rikenellaceae_RC9_gut_group	Romboutsia	Roseburia	Ruminococcus	Slackia	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	UCG.002	UCG.003	UCG.004	UCG.005	UCG.010	Weissella	X.Eubacterium._coprostanoligenes_group	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._siraeum_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._torques_group	uncultured	vadinBE97
np0902	63	3967	29	2768	29	16	166	0	0	0	30595	499	666	15	1405	45	4	0	238	0	0	136	0	139	1	104	12	567	60	569	8	4	450	830	0	0	0	24	40	2504	0	36	0	0	132	0	3	21	0	3	127	81	7	73	792	242	159	0	0	17	0	17	35	614	66	0	32	27	82	891	369	17	1223	4836	36	14	0	74	845	2146	0	2	651	0	1374	12	14	8	694	798	0	91	8	0	27	157	566	3	3	5	253	147	29	69	0
np0903	56	1417	1	76	44	0	9	10	14	82	2036	2	241	4	1397	6	0	1	83	140	20	43	91	383	410	34	22	116	0	1452	15	5	2869	2339	44	27	10	3	35	1915	10	0	0	22	14	5	8	8	0	39	297	6	7	364	129	38	27	14	0	51	19	31	0	1068	52	7	1	2	1	58	75	15	907	48158	0	6	494	32	6	140	9	0	558	580	86	0	5	0	569	489	0	45	54	3	16	40	488	2	4	0	0	52	8	231	0
np0905	14	422	10	161	8	0	39	3	7	32	7205	18	49	0	576	11	0	0	95	104	25	72	0	848	175	7	13	62	0	920	0	38	412	550	0	9	15	4	30	2255	15	4	0	41	21	7	5	2	0	13	172	3	6	180	294	6	26	22	0	15	22	4	0	316	104	2	12	14	31	119	9289	41	359	6135	0	4	319	9	21	190	0	0	349	389	189	1	0	0	1523	666	0	154	81	81	36	25	75	0	1	0	0	97	8	240	0
np0906	112	2554	34	3740	62	23	130	166	0	0	77743	308	1776	25	5601	63	0	15	123	0	92	302	0	3210	24	68	171	443	7	3136	0	9	334	5445	0	719	0	14	163	8385	16	2	142	388	137	32	6	48	2	0	887	994	23	489	546	143	10	700	0	139	0	10	112	4358	539	13	112	54	134	2162	18951	513	1374	21818	0	21	0	107	1331	3404	1	25	1880	102	6440	20	8	3	2749	2183	18	717	49	20	91	353	441	161	49	3	661	181	21	777	0
np0908	105	1842	9	133	0	0	1	5	0	17	3863	10	42	2	312	10	0	1	39	93	10	64	0	1047	71	20	37	99	0	506	7	11	1016	221	0	5	2	3	24	17195	8	14	0	7	91	9	0	11	0	3	247	120	0	116	111	48	43	99	13	9	18	26	0	891	290	3	8	9	8	99	27	42	260	30447	0	19	1560	25	68	170	9	0	1613	23	1571	7	0	53	3075	1427	0	65	113	0	38	10303	334	0	5	0	0	175	0	464	0
np0910	23	3054	27	1532	14	7	68	1	0	0	18383	265	334	6	620	10	7	0	159	0	0	77	0	79	1	55	16	318	19	275	4	0	306	418	0	2	0	10	17	1596	0	18	0	0	69	0	0	19	0	6	70	27	2	37	349	137	72	0	0	5	0	14	21	425	59	0	24	17	58	483	291	19	776	3568	22	14	0	45	477	1552	0	2	319	0	906	5	5	5	395	460	0	63	10	3	17	103	255	0	0	3	173	51	21	54	0
np0912	8	552	233	1732	16	0	51	8	1	0	14067	149	64	18	1212	12	2	89	3358	0	51	246	0	324	1	16	38	71	53	676	0	15	535	1402	0	2	231	15	68	2030	0	1	0	20	23	0	6	21	0	53	127	90	8	143	621	28	10	0	4	16	0	14	22	510	183	0	109	26	22	1738	4334	759	255	4775	226	0	0	9	546	1057	0	0	481	0	601	0	0	0	757	629	0	32	97	0	92	530	87	14	152	0	141	13	45	348	0
np0914	0	97	653	7843	8	0	140	104	0	0	16789	226	632	61	956	22	38	35	447	0	14	777	0	939	74	31	50	390	18	1429	64	0	771	1142	2	8	102	17	203	4021	0	0	2	0	117	138	14	0	7	97	334	173	27	216	332	75	24	0	2	27	0	260	28	1617	260	0	163	23	41	873	2326	624	651	2533	0	267	5729	177	956	2901	4	23	653	0	715	8	20	10	2954	919	16	421	116	0	28	405	1497	0	34	8	29	53	53	769	108
np0915	35	539	8	3281	8	0	8	0	0	0	16584	472	50	17	391	7	13	0	159	0	0	74	32	69	21	40	15	191	15	239	0	147	145	413	0	7	0	0	9	348	78	14	0	0	11	0	0	9	21	9	900	0	0	13	338	140	55	0	0	0	0	0	2	2	38	216	34	16	6	546	116	11	137	1620	97	0	1	27	11	582	5	0	161	8	1936	0	5	0	6206	1929	0	26	23	0	0	9	12	1	8	0	0	21	3	788	0
np0916	0	649	38	287	17	0	166	3	0	0	2441	27	66	8	1549	9	4	57	1392	0	38	102	15	126	1	13	19	59	5	799	0	0	64	894	0	0	74	22	10	1355	0	2	0	36	87	2	8	26	0	0	94	114	8	168	578	45	8	0	2	18	0	4	7	6	213	0	52	7	4	155	295	75	54	18972	60	0	0	17	902	1501	0	0	701	0	87	0	0	0	352	76	0	53	42	36	50	499	688	4	32	0	23	25	81	159	0
np0917	27	1949	100	440	37	28	176	7	0	0	2568	28	329	7	712	55	0	5	257	24	60	96	0	210	8	54	6	158	9	291	0	13	285	292	2	0	0	31	15	1904	0	3	7	3	82	41	17	29	2	0	102	140	11	50	100	78	10	0	1	12	16	6	12	223	89	0	41	18	3	253	80	133	117	5576	0	0	31	49	110	1373	0	3	589	84	514	5	0	7	153	82	1	37	9	0	20	153	321	8	31	3	0	53	76	86	0
np0918	29	1341	0	700	9	16	53	0	0	0	10307	47	134	0	1121	13	1	41	20	0	20	133	0	806	8	11	24	37	0	777	0	0	145	782	0	154	0	5	7	1968	15	0	0	38	68	19	0	7	0	152	265	19	3	357	418	52	0	37	13	40	0	11	22	872	108	3	32	9	13	329	2099	63	273	9441	0	4	0	41	225	1252	0	0	670	0	421	2	0	6	1145	435	0	205	0	40	9	250	107	21	0	0	310	65	9	490	0
np0919	110	533	6	1002	465	0	81	0	0	0	10246	26	600	9	1008	57	0	0	2	0	71	32	0	89	0	31	44	337	1	2136	0	0	864	686	0	4	0	0	933	586	4	61	0	140	63	0	0	6	0	0	308	319	16	57	109	215	5	652	0	22	0	0	499	1651	324	0	10	1	0	499	1191	673	353	11547	0	0	0	68	25	1502	17	7	518	0	2121	5	0	5	557	150	0	55	0	50	66	117	189	1472	0	0	238	23	5	8	0
np0920	36	1684	55	1084	23	325	64	41	1	1	21912	48	156	13	1209	23	12	25	1213	165	48	271	0	1294	74	28	17	194	6	950	21	22	357	805	1	0	57	10	11	2120	0	8	4	79	90	38	7	10	0	96	82	83	10	121	1109	13	18	0	0	11	3	22	12	2836	138	0	27	8	9	678	951	66	410	8265	0	14	445	41	1795	1836	3	3	524	5428	844	4	5	6	1106	716	3	122	123	0	68	389	125	30	40	3	82	94	48	126	0
np0922	3	64	82	1440	8	1	985	71	0	0	41373	196	124	27	5178	16	8	21	12416	0	40	1201	0	151	0	29	48	155	110	1731	0	213	231	1382	0	4	584	14	37	4537	3	0	5	18	65	0	3	42	1	24	182	149	31	168	205	57	29	20	2	19	0	74	281	2943	416	10	56	41	7	635	6377	286	265	3470	541	0	0	24	279	208	0	4	387	0	61	0	0	54	1108	131	0	95	135	8	107	1596	73	3	200	0	135	86	28	588	0
np0923	433	297	132	1650	136	18	602	0	0	0	12677	95	567	16	1199	39	17	111	380	0	18	187	0	437	34	14	20	231	0	856	10	27	160	1902	17	4	0	109	26	2691	0	0	0	0	187	37	3	6	6	17	264	169	18	85	314	259	28	0	1	27	0	9	33	448	129	0	116	19	17	439	198	155	273	261	157	28	316	46	258	1847	18	7	829	0	1027	2	23	4	385	549	0	69	37	0	85	257	590	109	25	10	16	45	85	184	6
np0924	39	270	0	272	27	0	144	21	12	607	11141	23	47	1	3075	11	0	0	53	197	2866	119	277	1532	239	40	54	82	0	610	0	22	2655	480	0	158	53	19	8	1395	10	3	0	20	1399	81	64	12	0	1524	464	14	15	450	382	7	95	21	3	48	11	102	2	2283	89	17	5	26	9	162	5	20	4649	89036	0	12	1650	50	13	103	2	5	451	369	181	6	0	0	2303	1303	3	320	181	3	50	21	117	2	13	0	3	212	0	437	0
np0932	30	784	22	1281	7	16	106	22	18	15	12881	25	86	10	1372	12	0	1	263	311	599	195	8	4198	165	29	49	157	10	619	3	15	513	346	392	2	85	232	11	869	30	1	2	56	1023	39	195	7	1	25	52	24	1	136	689	20	162	0	0	78	0	45	0	1615	113	8	10	11	6	3294	327	43	455	5868	0	44	1557	23	303	476	0	0	405	1563	365	4	8	0	2219	889	28	299	243	1	190	39	52	4	16	2	14	690	18	456	0
np0933	0	1143	50	850	84	0	81	1266	34	0	10616	10	9214	6	1699	6	0	2	221	0	25	1263	553	3959	235	43	157	1075	0	1305	22	0	459	1247	7	170	2583	2	15	8134	0	8	0	0	262	90	0	2	0	161	414	51	5	1938	765	48	156	182	0	60	0	1887	24	1714	239	8	10	9	12	77	1083	196	81	5492	0	218	3313	133	125	1545	11	0	2048	0	69	3	25	0	1791	285	25	936	24	0	0	659	683	0	3	0	65	244	10	3186	84
np0936	12	464	3	204	0	2	174	17	17	17	6420	17	22	0	810	0	0	1	162	79	169	58	7	997	46	16	16	42	2	380	4	6	174	167	159	2	35	5	17	530	12	1	0	35	460	21	19	4	0	449	54	6	22	270	376	0	41	0	0	22	5	23	2	478	56	0	1	3	4	161	115	22	408	12266	0	20	265	16	129	300	0	0	413	348	128	0	0	0	838	570	4	129	82	0	23	50	43	0	30	7	2	82	7	43	0
np0942	123	3647	40	110	93	0	74	16	11	0	1524	4	1501	0	1293	3	0	0	196	64	21	48	15	1002	1	48	11	427	5	841	0	7	241	651	13	5	0	12	44	2687	0	0	0	6	46	27	0	13	0	54	96	7	3	38	377	6	5	680	4	28	178	122	4	272	106	0	9	11	6	56	454	157	244	7111	2	0	41	56	218	1128	16	0	545	951	276	6	0	4	277	137	2	32	13	18	35	29	64	1	4	0	4	62	33	26	0
np0943	66	6039	181	2803	27	381	184	76	159	0	56103	178	293	29	2162	43	18	43	1089	275	111	479	13	4736	155	71	38	407	58	1703	61	52	480	1759	11	194	125	24	142	4493	0	3	3	76	263	65	22	23	14	10	330	120	27	291	1921	102	46	0	4	31	42	76	43	3549	374	8	97	24	22	2696	1747	303	1532	16595	0	76	870	102	2201	3184	5	6	1242	433	2249	8	39	9	2394	2795	8	193	294	0	194	1054	347	34	40	14	103	169	90	304	0
np0944	45	4160	3	128	2	0	16	0	0	260	11879	37	31	0	589	0	0	0	11	102	324	67	2	241	62	12	17	28	5	161	0	14	61	110	0	6	0	42	10	135	6	1	0	14	126	0	138	2	0	6	104	4	1	12	110	0	40	0	0	15	45	26	0	6784	40	20	0	5	20	940	14	13	1182	10370	4	3	248	15	25	70	1	0	38	13	133	0	0	0	1073	584	10	62	55	8	19	11	22	7	5	3	0	50	3	525	0
np0945	0	342	25	148	33	0	22	4	1	0	376	1	1525	0	256	0	0	0	52	0	16	53	67	439	1	5	9	242	0	229	1	0	53	220	1	61	29	3	11	1460	0	0	0	0	43	17	1	0	0	83	89	17	1	112	48	14	2	56	0	0	0	140	3	47	20	0	1	0	1	9	129	102	19	1801	0	2	572	22	6	474	0	0	441	0	12	0	3	0	157	70	0	19	2	0	0	230	128	0	0	0	8	67	5	27	2
np0947	359	576	7	859	397	0	68	10	0	0	6629	21	622	5	954	58	0	0	0	0	249	28	0	168	0	25	74	323	0	1903	0	0	1060	792	0	4	0	0	381	655	5	133	0	103	30	0	3	8	0	0	738	941	12	99	165	733	30	1642	0	31	0	7	667	1118	1021	0	1	3	0	329	300	437	217	11193	0	0	0	66	3	1539	86	4	539	0	1670	3	0	14	984	550	0	62	1	95	399	64	364	2664	2	0	730	9	0	11	0
np0952	955	62	0	49	130	0	10	4	0	0	5740	7	248	1	94	6	0	0	3	0	0	74	0	556	2	0	9	257	0	465	0	22	22	559	0	3	1	0	0	1270	4	2	0	0	15	0	0	0	1	2	156	35	0	14	70	12	14	4	0	27	0	0	6	27	7	0	1	0	1	63	331	49	241	2742	153	0	800	0	81	486	4	106	1675	0	394	0	0	1	1140	168	3	17	8	2	1	131	52	0	0	0	49	677	11	39	0
np0953	0	2717	0	727	0	0	4	0	65	0	94091	29	760	0	2503	186	0	0	0	0	0	5	11	1	0	0	5	3	0	55	0	0	49	609	4	70	0	1	134	104	0	0	0	0	18	0	0	0	0	606	693	42	2	2	30	6	0	16	3	0	0	0	12	0	35	0	8	94	0	1404	0	27	2	4	0	0	0	3	77	80	0	12	74	0	3	0	0	0	19	1	4	8	0	13	10	20	1507	0	3	1	2	0	4	2	0
np0956	24	1373	7	2127	0	0	31	62	0	0	23894	455	241	21	1374	3	6	0	74	0	0	233	0	432	42	26	45	417	12	744	10	89	954	683	0	14	0	12	25	1679	50	0	0	0	55	2	7	9	7	64	648	1	6	45	7592	40	198	8	1	16	0	175	4	103	144	127	15	30	70	455	52	12	461	5514	914	81	0	39	98	5762	3	0	215	0	1023	0	1	2	4847	1504	0	323	75	34	4	394	84	1	5	0	728	146	5	2346	0
np0957	72	4954	11	1125	5	0	90	62	71	1366	42601	28	121	14	1834	4	2	3	433	1646	62	168	119	8243	519	47	76	354	0	2457	42	77	608	1327	7	694	848	0	71	3256	14	4	1	49	384	9	2	4	7	78	113	15	15	696	2027	13	137	45	0	61	14	57	8	6396	293	25	12	22	17	611	334	49	1542	34894	0	80	2272	41	516	2276	10	0	712	23279	529	3	10	0	3943	1152	2	724	244	0	100	422	69	0	7	0	41	154	16	1376	3
np0961	0	185	8	43	27	0	24	0	30	0	206	2	253	0	118	0	0	0	16	0	20	10	44	428	0	2	0	96	0	162	0	0	98	174	0	16	0	9	0	686	0	0	0	0	16	52	0	0	0	31	89	3	0	47	4	7	0	22	0	2	0	10	3	6	3	0	3	0	0	10	10	36	10	2305	0	0	254	3	11	181	1	0	147	0	7	0	0	0	16	11	0	2	0	0	0	56	50	0	0	0	0	26	1	18	0
np0962	189	4152	9	145	87	0	1545	42	9	12	2949	11	2328	0	6028	38	0	0	60	125	9669	53	59	2939	164	27	50	3063	1	2889	0	2	942	1837	1	1009	4	141	1706	10583	7	14	0	22	636	1311	2	13	0	372	357	2	11	99	92	14	22	37	1	162	246	360	0	829	205	2	6	1	0	84	23	34	297	39972	0	12	819	32	11	482	2	6	492	463	143	1	5	0	2206	935	11	82	45	0	47	17	969	0	5	2	2	419	15	1651	0
np0963	0	218	42	195	0	0	6	0	0	0	3765	41	1059	0	2233	29	0	0	18	0	0	125	41	119	1	86	42	81	0	415	3	0	251	807	389	19	40	22	45	1999	0	80	2	55	292	19	1	12	0	0	603	0	20	491	120	65	3	180	1838	58	0	144	0	99	101	0	19	2	2	62	1	292	1119	23636	0	0	826	73	16	36	0	10	5737	0	346	10	33	0	1677	463	0	59	0	0	0	26	298	3	0	0	4	35	2	226	1
np0964	0	714	215	2220	23	0	53	14	1	0	19903	183	103	29	1527	8	7	162	3378	0	59	424	0	476	12	13	69	147	90	874	0	40	588	1338	0	2	389	13	57	3328	2	3	0	67	40	0	6	16	4	23	145	104	0	187	1440	27	19	1	0	17	0	13	32	1085	340	8	109	21	42	1941	6828	759	682	5459	871	2	3	16	1514	1341	0	3	503	0	610	1	1	1	1406	844	0	100	273	0	114	662	150	9	241	1	136	32	49	478	0
np0965	0	156	3	10	27	0	9	0	1	0	49	0	832	0	74	0	0	0	7	0	5	11	33	188	0	1	4	58	0	76	0	0	21	119	0	31	4	0	2	678	0	0	0	0	16	4	0	0	0	45	68	10	0	44	6	6	2	55	0	0	0	70	9	3	4	0	0	0	0	0	7	50	7	1081	0	0	168	5	0	113	0	0	80	0	1	0	4	0	25	43	0	0	0	0	0	51	78	0	0	0	1	33	1	3	0
np0966	0	458	5	275	67	0	16	0	116	0	2200	5	508	1	707	5	0	0	82	0	0	193	167	833	1	5	12	340	0	767	4	0	278	609	0	24	148	3	14	1928	0	3	0	0	63	12	0	0	0	111	366	15	2	340	184	10	21	119	0	11	0	143	18	329	47	0	5	4	0	72	581	193	52	9836	0	57	6106	30	44	1189	8	0	1645	0	54	0	5	0	916	536	0	111	3	0	0	342	42	0	0	0	50	111	6	80	3
np0967	1834	581	23	453	40	0	33	16	0	0	4358	39	46	0	451	24	0	0	5	0	59	55	17	179	12	82	483	424	1	1134	2	0	12908	733	8	263	0	0	0	1117	24	59	1	7	6	0	1	29	0	6	817	0	0	42	1815	97	62	39	0	50	0	82	0	515	680	2	4	10	10	160	1650	16	2437	13973	0	0	0	50	42	584	21	0	217	85285	664	12	17	3	3652	4152	0	31	1	21	1	145	249	0	0	0	133	37	4	65	0
np0968	306	19226	77	5130	43	21	485	277	29	768	110305	352	375	66	5308	24	13	7	1101	1782	1354	656	5	7436	1106	156	220	515	104	2879	16	208	1191	1507	0	226	471	317	66	2922	101	15	0	271	1147	49	629	51	24	71	575	27	31	576	4036	47	419	15	1	143	109	437	9	18600	328	80	36	64	184	9143	925	389	9458	37955	0	392	4804	174	1636	2138	12	0	1141	689	3364	18	53	1	12269	6058	139	863	1316	6	1158	329	282	527	85	3	124	500	38	2004	0
np0975	60	1199	41	3670	59	37	110	7	0	0	57405	183	368	22	1449	34	0	751	43	0	53	110	0	1470	4	44	44	152	10	1140	0	3	365	2050	0	250	0	5	16	6036	0	2	5	144	51	34	4	14	4	5	532	79	2	112	1393	123	0	274	0	28	0	7	55	3375	222	8	73	51	123	2457	4671	344	1134	3423	0	0	0	119	1068	1635	0	11	466	0	2024	5	4	4	518	841	0	192	6	8	49	1135	92	284	56	8	301	56	21	428	0
np0976	0	1469	5	1926	51	0	122	0	34	0	98021	276	312	0	730	69	0	0	2	0	0	144	123	0	0	1	249	1482	214	2044	0	0	16	692	4	14	0	1	439	1180	5	0	18	0	16	105	5	1	0	112	1086	73	0	19	313	4	0	25	0	6	0	0	10	0	17	0	10	107	10	470	1962	36	896	43264	0	0	0	3	4437	90	51	0	709	0	2052	0	2	0	1971	2053	2	9	0	0	14	16	127	0	6	0	6	27	185	518	0
np0977	0	4430	2	175	0	0	1	0	0	0	80002	25	399	2	1881	77	0	0	0	0	0	2	107	6	0	10	5	10	0	70	0	0	122	391	4	181	0	0	177	110	0	0	0	0	15	0	0	5	0	125	98	50	1	0	17	1	0	24	10	0	0	0	9	0	22	0	7	9	0	320	0	28	2	1	0	0	0	5	29	99	0	6	79	0	1	0	0	0	13	2	2	14	0	32	18	222	0	0	5	4	5	0	0	0	0
np0978	84	487	7	456	4	10	6	115	0	610	19741	24	46	9	507	4	4	2	140	279	0	135	5	1990	385	18	37	54	12	305	1350	57	325	283	0	8	32	6	37	6706	26	4	0	13	105	4	0	3	2	55	116	89	7	123	1790	15	80	7	0	13	11	21	4	2838	201	34	21	32	32	434	193	218	767	8551	1	121	5200	25	27	268	0	1	361	175	5597	4	6	9	3632	1292	3	136	221	0	62	1502	103	0	21	0	0	245	4	875	0
np0979	43	4253	64	948	49	6	384	2	211	4	8700	43	85	13	2607	25	8	17	1140	201	85	312	0	3116	26	46	8	190	16	1036	23	35	407	1256	2	400	39	15	93	3796	3	12	0	14	529	56	27	14	0	754	378	25	24	288	748	35	7	6	1	32	29	29	7	1679	330	6	35	14	8	532	670	183	483	40056	0	1	387	69	1867	3512	5	1	1035	645	690	6	13	5	845	397	7	204	87	3	56	57	171	14	29	0	52	177	75	233	0
np0980	0	112	211	1973	9	0	53	13	3	0	10339	155	82	17	442	27	2	113	395	0	68	216	0	279	7	17	18	54	43	369	0	78	151	356	0	2	268	46	55	1313	3	1	0	13	35	0	7	13	4	41	179	100	1	99	145	12	28	0	2	11	0	4	18	344	245	2	137	18	6	1311	2427	309	286	825	349	0	0	11	394	256	0	3	307	0	174	0	2	2	826	369	0	84	118	0	163	308	54	8	298	0	53	10	126	397	1
np0984	39	265	18	380	1	0	32	0	0	24	7052	20	24	6	341	6	0	6	148	101	16	54	3	638	63	0	26	0	6	247	0	22	18	144	0	0	8	14	5	649	23	0	0	38	47	4	2	3	0	0	159	20	3	23	208	0	42	1	0	6	0	8	5	627	55	15	5	5	47	365	462	75	328	2435	0	7	198	16	89	262	0	0	247	1071	542	1	0	0	803	545	6	75	136	7	80	42	21	6	10	0	6	80	11	157	1
np0985	2306	2904	2	49	9	0	0	3	2	0	990	2	5	1	226	4	0	0	0	0	5	19	27	77	17	41	121	115	0	152	0	0	4304	82	0	21	0	0	0	378	3	45	0	1	0	0	0	14	0	99	174	0	3	10	38	63	7	6	0	27	0	9	0	238	399	0	0	5	0	14	317	9	198	7984	0	0	0	21	790	20	6	0	154	36020	303	2	3	0	617	936	0	0	1	0	0	30	132	0	0	0	12	6	3	74	0
np0987	0	625	11	96	6	0	8259	2	0	0	1703	16	398	0	9914	2	0	7	12006	0	29	708	4	103	1	31	7	506	0	1937	0	0	22	830	0	62	16	20	128	3756	0	0	2	286	119	0	5	27	0	0	151	71	26	209	362	57	4	20	14	47	0	53	262	35	72	2	11	8	0	72	786	44	24	3416	126	0	0	16	210	1824	0	5	1314	0	33	0	0	516	323	63	0	52	20	319	9	266	164	0	9	0	148	31	27	82	0
np0988	0	241	121	2672	0	0	17	2	3	0	70041	248	119	15	1303	17	4	261	2462	0	0	1770	50	386	254	78	36	251	0	754	205	0	238	1053	11	141	2	16	23	2846	0	6	1	269	40	58	7	14	10	0	862	77	13	205	4475	45	144	40	0	46	0	37	99	988	231	2	55	64	61	449	10	429	1598	4170	0	53	365	124	6481	13	0	5	844	0	544	7	23	0	4375	1263	24	2109	43	0	13	723	252	5	116	0	196	30	35	4716	20
np0990	7	600	2	460	0	17	15	12	2	254	12607	28	20	4	498	0	7	0	383	254	0	73	0	2228	168	19	22	35	6	334	12	15	114	282	0	0	50	5	5	7005	5	0	0	19	41	13	3	2	0	0	63	376	8	209	583	9	29	0	0	11	0	10	13	1357	152	9	13	14	9	250	117	68	349	15443	0	78	1009	23	266	226	0	0	541	249	615	0	0	14	1635	618	8	145	206	0	28	930	68	7	7	0	7	137	3	356	0
np0994	0	92	28	162	12	0	1	5	3	0	1915	2	130	3	230	0	0	1	54	0	0	42	118	431	4	1	27	110	0	263	2	0	165	194	49	21	113	0	3	721	0	1	0	0	16	3	0	0	0	387	100	33	0	76	94	2	3	43	0	3	0	158	10	47	19	0	5	0	0	22	182	182	222	1781	0	34	2714	10	27	339	0	0	213	0	19	0	0	0	381	352	8	63	0	0	0	302	9	0	1	0	10	22	3	26	3
np0995	7	43	6	1059	0	0	7	6	0	0	2875	12	4	0	111	0	2	0	1	0	7	12	14	18	8	22	38	43	0	135	12	0	877	81	0	2	0	0	1	312	14	16	1	1	5	0	0	9	4	10	98	0	0	10	224	0	36	0	1	5	0	17	0	110	46	3	4	4	8	114	1037	1	329	1958	0	0	0	13	650	54	2	0	27	13912	50	5	0	0	1007	446	0	32	3	0	0	20	32	0	0	0	40	5	0	90	0
np1006	2	40	0	36	0	0	15	0	0	42	1823	0	0	0	133	0	0	0	25	17	35	2	0	147	7	3	3	5	0	40	0	0	51	19	0	0	13	1	2	167	0	1	0	3	51	5	5	2	0	141	6	0	0	173	91	0	0	2	0	1	0	4	0	183	6	0	0	1	0	25	9	0	82	3223	0	3	76	3	45	26	0	0	39	91	13	0	0	0	152	57	0	42	16	0	7	4	11	0	5	2	0	11	0	24	0
np1007	20	207	0	46	18	0	6	0	0	13	2398	0	77	0	240	7	0	0	15	66	15	25	0	359	95	0	14	43	2	742	0	14	277	304	0	4	0	0	27	1596	3	2	0	18	10	0	4	2	0	13	136	0	2	49	113	9	7	67	0	15	24	9	0	122	110	0	0	8	5	38	4967	20	139	4795	0	3	263	8	5	83	2	0	228	119	85	0	0	0	1015	393	0	63	45	99	10	0	16	0	0	0	0	81	0	175	0
np1008	0	2347	231	1006	169	0	258	127	17	0	2623	39	15947	10	3087	6	7	0	794	0	45	568	515	3594	14	64	115	1862	3	2742	6	0	719	2646	15	212	233	23	72	16108	0	19	0	0	526	118	4	2	0	663	716	275	26	1355	560	120	35	317	0	53	0	1339	159	504	226	1	21	2	21	94	732	767	296	27443	0	59	7504	259	155	4709	15	4	4824	0	99	4	49	11	3560	919	69	164	16	0	3	3037	1269	2	4	0	199	733	40	295	14
np1009	29	618	28	499	3	1	15	4	6	35	16840	23	38	2	562	7	0	4	180	177	0	99	28	933	190	21	28	53	9	541	7	40	254	372	0	11	20	5	6	1929	24	2	0	54	20	9	4	2	1	623	123	20	3	247	528	7	43	0	0	14	4	34	4	998	90	5	12	17	46	163	4815	65	847	5654	0	3	429	18	348	263	1	0	322	1953	541	0	0	0	1881	929	4	492	236	6	72	57	36	3	11	2	1	99	6	356	1
np1012	9	9280	0	3	33	0	722	0	0	0	105	0	113	0	2588	0	0	0	428	0	39	12	0	12	0	21	1	100	0	1930	0	0	7	811	0	12	0	3	4	284	0	0	0	18	3032	0	3	16	0	1	36	64	0	19	59	5	0	387	0	0	0	29	11	4	4	0	0	0	0	7	5	0	20	13602	0	0	0	16	4	31	0	0	1122	0	0	0	0	33	26	2	0	3	0	111	0	410	144	0	0	0	0	24	4	18	0
np1013	234	11920	16	370	5	0	56	0	0	1716	20911	62	51	0	2137	3	0	0	20	191	3669	215	17	2252	209	42	81	95	0	660	0	40	372	333	0	22	1	612	58	325	19	21	0	24	457	12	2023	3	0	46	543	1	27	29	230	15	133	24	9	70	143	333	0	24947	155	81	1	9	81	3249	6	110	2783	18768	0	13	2043	40	23	95	8	0	111	48	423	3	5	0	5045	2019	34	142	193	54	42	11	239	8	1	3	0	122	2	1238	0
np1015	0	53	9	409	11	0	89	19	88	0	6661	29	45	6	3469	0	0	2	7514	0	13	828	26	222	0	4	9	75	13	216	0	6	21	283	0	34	88	0	39	5019	0	1	0	100	19	0	3	9	0	150	158	17	15	94	297	17	6	0	0	27	0	37	76	762	57	6	17	41	2	231	819	53	50	4940	55	0	0	5	58	475	0	0	1206	0	46	0	0	16	596	15	0	23	142	5	4	166	48	0	15	0	75	26	5	158	0
np1018	0	479	246	1641	3	0	60	330	17	0	9646	39	771	9	1986	5	8	7	822	0	34	785	358	4073	37	19	82	668	0	1376	42	0	839	1036	1	6	889	14	28	4073	0	9	0	0	150	104	7	0	0	21	240	140	17	955	508	20	68	65	0	46	0	418	45	794	175	0	40	5	14	208	2742	229	226	4799	0	323	3288	80	530	2162	3	5	1201	0	166	5	22	0	1838	242	29	432	96	0	2	2484	137	1	4	0	145	84	17	1445	36
